      0.0000000000    1.6449340674
      0.1163552836    1.5298563754 
      0.2327105669    1.4283172353 
      0.3490658505    1.3403166472 
      0.4654211338    1.2658546111 
      0.5817764174    1.1440094822 
      0.6981317007    0.9747760009 
      0.8144869843    0.8190824442 
      0.9308422676    0.6769276369 
      1.0471975512    0.5483113576 
      1.1780972451    0.5568787206 
      1.3089969390    0.5825808154 
      1.4398966329    0.6254176400 
      1.5707963268    0.6853891945 
      1.6942097418    0.6473120170 
      1.8176231566    0.6244657106 
      1.9410365716    0.6168502751 
      2.0521086451    0.6641421295 
      2.1631807185    0.7237709894 
      2.2742527920    0.7957368548 
      2.3853248655    0.8800397258 
      2.4963969389    0.9766796022 
      2.6074690124    1.0856564841 
      2.7185410858    1.2069703715 
      2.8296131593    1.3406212657 
      2.9406852327    1.4866100260 
      3.0517573062    1.6449340673 
      3.1651197664    1.4457428326 
      3.2784822267    1.2594026467 
      3.3918446870    1.0859135051 
      3.5052071472    0.9252754126 
      3.6185696075    0.7774883675 
      3.7319320678    0.6425523699 
      3.8452945280    0.5204674196 
      3.9586569883    0.4112335167 
      4.0655361408    0.4169450934 
      4.1724152933    0.4340798233 
      4.2792944458    0.4626377063 
      4.3861735984    0.5026187427 
      4.4930527509    0.5540229323 
      4.5999319034    0.6168502751 
      4.7233453184    0.6244657106 
      4.8467587332    0.6473120170 
      4.9701721482    0.6853891945 
      5.0627322094    0.6211339575 
      5.1552922706    0.5654460855 
      5.2478523319    0.5183255784 
      5.3404123931    0.4797724362 
      5.4329724543    0.4497866589 
      5.5255325155    0.4283682466 
      5.6180925767    0.4155171992 
      5.7106526379    0.4112335167 
      5.7908120023    0.4144462786 
      5.8709713667    0.4240845641 
      5.9511307311    0.4401483734 
      6.0312900955    0.4626377063 
      6.1114494598    0.4915525629 
      6.1916088242    0.5268929433 
      6.2717681886    0.5686588473 
      6.3519275530    0.6168502751 
