#10
#      0.0000000000 G
#      1.0471975512 X
#      1.5707963268 W
#      1.9410365716 K
#      3.0517573062 G
#      3.9586569883 L
#      4.5999319034 U
#      4.9701721482 W
#      5.7106526379 L
#      6.3519275530 K
      0.0000000000       0.0000000000       1.6449340674       1.6449340694       1.6449340742       1.6449342319 
      0.1163552836       0.0067692760       1.5298563754       1.5298563786       1.5298564421       1.5298576509 
      0.2327105669       0.0270771040       1.4283172353       1.4283172398       1.4283173140       1.4283178187 
      0.3490658505       0.0609234840       1.3403166472       1.3403166483       1.3403166553       1.3403182377 
      0.4654211338       0.1083084159       1.2658546111       1.2658546111       1.2658546111       1.2658564737 
      0.5817764174       0.1692318999       1.1440094822       1.2049311271       1.2049311271       1.2049311271 
      0.6981317007       0.2436939358       0.9747760009       1.1575461959       1.1575461982       1.1575462081 
      0.8144869843       0.3316945238       0.8190824442       1.1236998154       1.1236998160       1.1236998212 
      0.9308422676       0.4332336638       0.6769276369       1.1033919927       1.1033919996       1.1033921189 
      1.0471975512       0.5483113556       0.5483113576       1.0966227124       1.0966227141       1.0966227193 
      1.1780972451       0.5568787205       0.5568787206       0.9681122380       0.9681123087       1.2422679217 
      1.3089969390       0.5825808153       0.5825808154       0.8567364933       0.8567364980       1.4050480114 
      1.4398966329       0.6254176400       0.6254176400       0.7624954789       0.7624954789       1.5849626904 
      1.5707963268       0.6853891945       0.6853891945       0.6853891945       0.6853891953       1.7820119325 
      1.6942097418       0.6473120170       0.6473120170       0.6473120170       0.8300824690       1.5611651206 
      1.8176231566       0.6244657106       0.6244657106       0.6244657107       0.9900066278       1.3555486303 
      1.9410365716       0.6168502751       0.6168502751       0.6168502752       1.1651616489       1.1651618878 
      2.0521086451       0.4996487228       0.6641421295       0.6641421296       1.2124535080       1.2124535496 
      2.1631807185       0.3947841760       0.7237709894       0.7237709894       1.2720823512       1.2720823794 
      2.2742527920       0.3022566348       0.7957368548       0.7957368549       1.3440482231       1.3440486504 
      2.3853248655       0.2220660990       0.8800397258       0.8800397258       1.4283510838       1.4283512150 
      2.4963969389       0.1542125688       0.9766796022       0.9766796022       1.5249909879       1.5249929565 
      2.6074690124       0.0986960440       1.0856564841       1.0856564841       1.6339678601       1.6339715992 
      2.7185410858       0.0555165248       1.2069703715       1.2069703716       1.7004506465       1.7004557209 
      2.8296131593       0.0246740110       1.3406212657       1.3406212726       1.6696081162       1.6696119280 
      2.9406852327       0.0061685028       1.4866100260       1.4866118737       1.6511026453       1.6511045909 
      3.0517573062       0.0000000000       1.6449340673       1.6449340677       1.6449340718       1.6449340959 
      3.1651197664       0.0064255237       1.4457428326       1.5828206713       1.5828206912       1.5828258822 
      3.2784822267       0.0257020948       1.2594026467       1.5335583321       1.5335587892       1.5335605310 
      3.3918446870       0.0578297133       1.0859135051       1.4971470421       1.4971471738       1.4971479925 
      3.5052071472       0.1028083792       0.9252754126       1.4735867684       1.4735867797       1.4735887857 
      3.6185696075       0.1606380925       0.7774883675       1.4628775754       1.4628776683       1.4628789744 
      3.7319320678       0.2313188532       0.6425523699       1.4650194033       1.4650205113       1.4650237402 
      3.8452945280       0.3148506612       0.5204674196       1.4800122919       1.4800123202       1.4800146638 
      3.9586569883       0.4112335167       0.4112335167       1.5078562291       1.5078562376       1.5078562586 
      4.0655361408       0.4169450933       0.4169450934       1.3307973639       1.4221828207       1.4221839971 
      4.1724152933       0.4340798231       0.4340798233       1.1651616611       1.3479321358       1.3479329083 
      4.2792944458       0.4626377063       0.4626377063       1.0109490619       1.2851047408       1.2851047964 
      4.3861735984       0.5026187426       0.5026187427       0.8681596520       1.2337005798       1.2337007761 
      4.4930527509       0.5540229322       0.5540229323       0.7367933842       1.1937195285       1.1937195949 
      4.5999319034       0.6168502751       0.6168502751       0.6168502751       1.1651616324       1.1651616907 
      4.7233453184       0.6244657106       0.6244657106       0.6244657107       0.9900066174       1.3555477216 
      4.8467587332       0.6473120170       0.6473120170       0.6473120170       0.8300824690       1.5611646633 
      4.9701721482       0.6853891945       0.6853891945       0.6853891946       0.6853891962       1.7820119578 
      5.0627322094       0.6211339575       0.6211339575       0.7582117964       0.7582117964       1.7177599984 
      5.1552922706       0.5654460855       0.5654460855       0.8396017633       0.8396017633       1.6620701412 
      5.2478523319       0.5183255784       0.5183255784       0.9295590951       0.9295590968       1.6149491324 
      5.3404123931       0.4797724362       0.4797724362       1.0280837918       1.0280837922       1.5763953545 
      5.4329724543       0.4497866589       0.4497866589       1.1351758543       1.1351760346       1.5464111051 
      5.5255325155       0.4283682466       0.4283682466       1.2508352806       1.2508354488       1.5249920015 
      5.6180925767       0.4155171992       0.4155171992       1.3750620958       1.3750634890       1.5121399442 
      5.7106526379       0.4112335167       0.4112335167       1.5078562288       1.5078562313       1.5078562804 
      5.7908120023       0.4144462786       0.4144462786       1.3739917740       1.4425302874       1.4425322362 
      5.8709713667       0.4240845641       0.4240845641       1.2465516083       1.3836294930       1.3836308096 
      5.9511307311       0.4401483734       0.4401483734       1.1255375715       1.3311543318       1.3311547142 
      6.0312900955       0.4626377063       0.4626377063       1.0109490627       1.2851047457       1.2851048098 
      6.1114494598       0.4915525629       0.4915525629       0.9027860805       1.2454806848       1.2454809112 
      6.1916088242       0.5268929433       0.5268929433       0.8010486211       1.2122821405       1.2122822437 
      6.2717681886       0.5686588473       0.5686588473       0.7057366864       1.1855091269       1.1855092464 
      6.3519275530       0.6168502751       0.6168502751       0.6168502752       1.1651616612       1.1651621166 
